SrcIP_Entropy,DstIP_Entropy,SrcPort_Entropy,DstPort_Entropy,type
0.8277165068887369,0.879014711680073,0.8628103819624768,0.839472844582706,0
0.7348254916745376,0.030633206925160493,0.9960455102265052,0.030633206925160493,1
0.8234315868398475,0.847190185978141,0.9535154175841156,0.6890300098391363,0
0.8326739461610804,0.8703401560957443,0.7782911720392969,0.9187338831828886,0
0.7755371427656708,0.81159977801669,0.9599317996773826,0.6212317265242581,0
0.8587704672718656,0.3025777154206803,0.987985462838148,0.278548641096976,1
0.867485937,0.045895183,0.99604551,0.041940694,1
0.866426661,0.5592592670000001,1.0,0.423529899,1
0.8281794779753039,0.8682955648019932,0.8883536082153378,0.8878528317315983,1
0.847720185049428,0.8262290870331217,0.7981217540479867,0.927018024956166,0
0.6907711410810994,0.7600450277692271,0.7887277379490172,0.8195544073756464,0
0.7776677655017723,0.7986206306381224,0.7969942220908668,0.8571661408646278,0
0.8344084970897105,0.8338341192039352,0.9747804639053108,0.5373948289495704,0
0.8383629868632052,0.8580843604325744,0.9384692948660504,0.7397492763140824,0
0.831174768,0.431877557,1.0,0.322286937,1
0.7716973756868838,0.7674307047285441,0.9787349536788053,0.5786059995859865,0
0.8245609278106211,0.8479620223540539,0.9322503712629208,0.7286065680714079,0
0.8178187016198195,0.8044626348456138,0.9297884789431482,0.7300218552158365,0
0.8298712257723803,0.8344724827816292,0.7747832816521926,0.8837563805399539,0
0.7743703894094832,0.768477309903888,0.934712263582693,0.6543315864344421,0
0.8156053430882882,0.8099097220728305,0.8985985530335703,0.7284492202006738,0
0.8097122635826932,0.7894165121275486,0.8609231721479851,0.8316664104843711,0
0.838960231619275,0.8701506627668139,0.9999999999999998,0.4918321108658023,0
0.853606568071408,0.8234632473371736,0.9920910204530108,0.5582302105694011,0
0.8061278124459132,0.95,0.7780639062229566,0.9875,0
0.9096016122786958,0.8954269066678514,0.9858252943891556,0.6438481418215246,0
0.8201978581441622,0.7945377552572307,0.9157116510911332,0.7422141932697955,0
0.8204780524297294,0.8231830530516066,0.9221280331844004,0.7345258825881928,0
0.8343574217916069,0.8328648243378849,0.9092125332024364,0.7574176638585952,0
0.883466437,0.0,0.989164595,0.0,1
0.8473200327042301,0.8810710165327147,0.8189273661579632,0.9716073334537328,0
0.8377886089774298,0.8674859374332856,0.9693333766780938,0.6676822277225116,0
0.8501342492524814,0.8688267753636428,0.8375640512256316,0.8688267753636432,0
0.9317445267173824,0.8976167900760739,0.8847354891422484,0.9317445267173824,0
0.829879629,0.045895183,0.99604551,0.057165623,1
0.8541298706590797,0.8230683303568991,0.9960455102265052,0.5808809111957687,1
0.7854109470559502,0.6795261220669048,0.984182040906022,0.5193196363786822,1
0.7861000476364332,0.7965536552986247,0.8402505012972019,0.8174237846395449,0
0.7972427558791076,0.8169004820518729,0.9629169945848268,0.6109660100195353,0
0.8579828388671866,0.8225053146673399,0.897451650518135,0.7816066686600238,0
